PEOPLE_POSITIVE_CASES_COUNT,REPORT_DATE,PEOPLE_DEATH_NEW_COUNT,COUNTRY_SHORT_NAME,PEOPLE_POSITIVE_NEW_CASES_COUNT,PEOPLE_DEATH_COUNT
0,1/27/20,0,Brazil,0,0
0,1/27/20,0,Sri Lanka,0,0
0,1/27/20,0,Indonesia,0,0
0,1/27/20,0,Pakistan,0,0
0,1/27/20,0,Bangladesh,0,0
0,1/26/20,0,India,0,0
0,1/26/20,0,Sri Lanka,0,0
0,1/26/20,0,Pakistan,0,0
0,1/26/20,0,Brazil,0,0
0,1/26/20,0,Indonesia,0,0
0,1/26/20,0,Egypt,0,0
0,1/26/20,0,Bangladesh,0,0
0,1/25/20,0,Brazil,0,0
0,1/25/20,0,India,0,0
0,1/25/20,0,Bangladesh,0,0
0,1/25/20,0,Indonesia,0,0
0,1/25/20,0,Pakistan,0,0
0,1/25/20,0,Sri Lanka,0,0
0,1/25/20,0,Egypt,0,0
0,1/24/20,0,India,0,0
0,1/24/20,0,Sri Lanka,0,0
0,1/24/20,0,Brazil,0,0
0,1/24/20,0,Egypt,0,0
0,1/24/20,0,Pakistan,0,0
0,1/24/20,0,Indonesia,0,0
0,1/24/20,0,Bangladesh,0,0
0,1/23/20,0,India,0,0
0,1/23/20,0,Indonesia,0,0
0,1/23/20,0,Pakistan,0,0
0,1/23/20,0,Brazil,0,0
0,1/23/20,0,Sri Lanka,0,0
0,1/23/20,0,Bangladesh,0,0
0,1/23/20,0,Egypt,0,0
0,1/22/20,0,India,0,0
0,1/22/20,0,Pakistan,0,0
0,1/22/20,0,Indonesia,0,0
0,1/22/20,0,Sri Lanka,0,0
0,1/22/20,0,Egypt,0,0
0,1/22/20,0,Bangladesh,0,0
0,1/22/20,0,Brazil,0,0
0,1/21/20,0,India,0,0
0,1/21/20,0,Pakistan,0,0
0,1/21/20,0,Egypt,0,0
0,1/21/20,0,Indonesia,0,0
0,1/21/20,0,Brazil,0,0
0,1/21/20,0,Bangladesh,0,0
0,1/21/20,0,Sri Lanka,0,0
0,1/20/20,0,India,0,0
0,1/20/20,0,Bangladesh,0,0
0,1/20/20,0,Indonesia,0,0
0,1/20/20,0,Brazil,0,0
0,1/20/20,0,Sri Lanka,0,0
0,1/20/20,0,Pakistan,0,0
0,1/20/20,0,Egypt,0,0
0,1/19/20,0,India,0,0
0,1/19/20,0,Egypt,0,0
0,1/19/20,0,Brazil,0,0
0,1/19/20,0,Sri Lanka,0,0
0,1/19/20,0,Pakistan,0,0
0,1/19/20,0,Bangladesh,0,0
0,1/19/20,0,Indonesia,0,0
0,1/18/20,0,Egypt,0,0
0,1/18/20,0,India,0,0
0,1/18/20,0,Sri Lanka,0,0
0,1/18/20,0,Bangladesh,0,0
0,1/18/20,0,Brazil,0,0
0,1/18/20,0,Pakistan,0,0
0,1/18/20,0,Indonesia,0,0
0,1/17/20,0,Egypt,0,0
0,1/17/20,0,India,0,0
0,1/17/20,0,Brazil,0,0
0,1/17/20,0,Bangladesh,0,0
0,1/17/20,0,Pakistan,0,0
0,1/17/20,0,Indonesia,0,0
0,1/17/20,0,Sri Lanka,0,0
0,1/16/20,0,India,0,0
0,1/16/20,0,Bangladesh,0,0
0,1/16/20,0,Egypt,0,0
0,1/16/20,0,Pakistan,0,0
0,1/16/20,0,Brazil,0,0
0,1/16/20,0,Indonesia,0,0
0,1/16/20,0,Sri Lanka,0,0
0,1/15/20,0,India,0,0
0,1/15/20,0,Egypt,0,0
0,1/15/20,0,Bangladesh,0,0
0,1/15/20,0,Sri Lanka,0,0
0,1/15/20,0,Pakistan,0,0
0,1/15/20,0,Indonesia,0,0
0,1/15/20,0,Brazil,0,0
0,1/14/20,0,India,0,0
0,1/14/20,0,Pakistan,0,0
0,1/14/20,0,Egypt,0,0
0,1/14/20,0,Sri Lanka,0,0
0,1/14/20,0,Bangladesh,0,0
0,1/14/20,0,Indonesia,0,0
0,1/14/20,0,Brazil,0,0
0,1/13/20,0,Indonesia,0,0
0,1/13/20,0,India,0,0
0,1/13/20,0,Bangladesh,0,0
0,1/13/20,0,Brazil,0,0
0,1/13/20,0,Pakistan,0,0
0,1/13/20,0,Egypt,0,0
0,1/13/20,0,Sri Lanka,0,0
0,1/12/20,0,India,0,0
0,1/12/20,0,Egypt,0,0
0,1/12/20,0,Pakistan,0,0
0,1/12/20,0,Brazil,0,0
0,1/12/20,0,Sri Lanka,0,0
0,1/12/20,0,Bangladesh,0,0
0,1/12/20,0,Indonesia,0,0
0,1/11/20,0,India,0,0
0,1/11/20,0,Brazil,0,0
0,1/11/20,0,Egypt,0,0
0,1/11/20,0,Indonesia,0,0
0,1/11/20,0,Bangladesh,0,0
0,1/11/20,0,Pakistan,0,0
0,1/11/20,0,Sri Lanka,0,0
0,1/10/20,0,Indonesia,0,0
0,1/10/20,0,Sri Lanka,0,0
0,1/10/20,0,India,0,0
0,1/10/20,0,Bangladesh,0,0
0,1/10/20,0,Pakistan,0,0
0,1/10/20,0,Egypt,0,0
0,1/10/20,0,Brazil,0,0
0,1/9/20,0,India,0,0
0,1/9/20,0,Bangladesh,0,0
0,1/9/20,0,Brazil,0,0
0,1/9/20,0,Egypt,0,0
0,1/9/20,0,Indonesia,0,0
0,1/9/20,0,Sri Lanka,0,0
0,1/9/20,0,Pakistan,0,0
0,1/8/20,0,Brazil,0,0
0,1/8/20,0,India,0,0
0,1/8/20,0,Pakistan,0,0
0,1/8/20,0,Sri Lanka,0,0
0,1/8/20,0,Bangladesh,0,0
0,1/8/20,0,Egypt,0,0
0,1/8/20,0,Indonesia,0,0
0,1/7/20,0,Egypt,0,0
0,1/7/20,0,India,0,0
0,1/7/20,0,Sri Lanka,0,0
0,1/7/20,0,Pakistan,0,0
0,1/7/20,0,Brazil,0,0
0,1/7/20,0,Bangladesh,0,0
0,1/7/20,0,Indonesia,0,0
0,1/6/20,0,India,0,0
0,1/6/20,0,Pakistan,0,0
0,1/6/20,0,Brazil,0,0
0,1/6/20,0,Indonesia,0,0
0,1/6/20,0,Egypt,0,0
0,1/6/20,0,Bangladesh,0,0
0,1/6/20,0,Sri Lanka,0,0
0,1/5/20,0,India,0,0
0,1/5/20,0,Sri Lanka,0,0
0,1/5/20,0,Brazil,0,0
0,1/5/20,0,Egypt,0,0
0,1/5/20,0,Bangladesh,0,0
0,1/5/20,0,Indonesia,0,0
0,1/5/20,0,Pakistan,0,0
0,1/4/20,0,India,0,0
0,1/4/20,0,Egypt,0,0
0,1/4/20,0,Sri Lanka,0,0
0,1/4/20,0,Brazil,0,0
0,1/4/20,0,Indonesia,0,0
0,1/4/20,0,Pakistan,0,0
0,1/4/20,0,Bangladesh,0,0
0,1/3/20,0,India,0,0
0,1/3/20,0,Pakistan,0,0
0,1/3/20,0,Egypt,0,0
0,1/3/20,0,Bangladesh,0,0
0,1/3/20,0,Brazil,0,0
0,1/3/20,0,Sri Lanka,0,0
0,1/3/20,0,Indonesia,0,0
0,1/2/20,0,India,0,0
0,1/2/20,0,Bangladesh,0,0
0,1/2/20,0,Pakistan,0,0
0,1/2/20,0,Indonesia,0,0
0,1/2/20,0,Sri Lanka,0,0
0,1/2/20,0,Egypt,0,0
0,1/2/20,0,Brazil,0,0
0,1/1/20,0,India,0,0
0,1/1/20,0,Pakistan,0,0
0,1/1/20,0,Bangladesh,0,0
0,1/1/20,0,Egypt,0,0
0,1/1/20,0,Indonesia,0,0
0,1/1/20,0,Brazil,0,0
0,1/1/20,0,Sri Lanka,0,0
0,12/31/19,0,India,0,0
0,12/31/19,0,Egypt,0,0
0,12/31/19,0,Indonesia,0,0
0,12/31/19,0,Brazil,0,0
0,12/31/19,0,Bangladesh,0,0
0,12/31/19,0,Sri Lanka,0,0
0,12/31/19,0,Pakistan,0,0
